RSTA-RXN RSTB-RXN
RXN0-2561 TRANS-RXN-117
TRANS-RXN-122 TRANS-RXN-117
TRANS-RXN0-233 CHORPYRLY-RXN
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN CHORPYRLY-RXN
FAD-OX-RXN FAD-RED-RXN
MHPCHYDROL-RXN 1.13.11.16-RXN
ABC-3-RXN TRANS-RXN-68
RXN-1961 TRANS-RXN-68
LYSINE--TRNA-LIGASE-RXN TRANS-RXN-68
RXN0-5192 TRANS-RXN-68
TRANS-RXN-58 TRANS-RXN-68
LYSDECARBOX-RXN TRANS-RXN-68
RXN0-5344 TRANS-RXN-68
RXN0-5217 TRANS-RXN-68
RXN0-963 TRANS-RXN-68
TRANS-RXN0-212 TRANS-RXN-68
PUTTRANSAM-RXN TRANS-RXN-69
RXN0-3901 TRANS-RXN-69
TRANS-RXN0-211 TRANS-RXN-69
ABC-25-RXN TRANS-RXN-69
SPERMIDINESYN-RXN TRANS-RXN-69
ALKAPHOSPHA-RXN R4-RXN
ACID-PHOSPHATASE-RXN R4-RXN
RXN0-5468 R4-RXN
CARBOXYLESTERASE-RXN R4-RXN
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN R4-RXN
URKI-RXN CYTIDEAM2-RXN
URIDINE-NUCLEOSIDASE-RXN CYTIDEAM2-RXN
URPHOS-RXN CYTIDEAM2-RXN
TRANS-RXN-108I CYTIDEAM2-RXN
GLYC3PDEHYDROG-RXN FUCPALDOL-RXN
RXN0-5433 FUCPALDOL-RXN
LACTALDREDUCT-RXN FUCPALDOL-RXN
RXN0-5257 FUCPALDOL-RXN
QUINOLINATE-SYNTHA-RXN FUCPALDOL-RXN
TAGAALDOL-RXN FUCPALDOL-RXN
F16ALDOLASE-RXN FUCPALDOL-RXN
DARABALDOL-RXN FUCPALDOL-RXN
TRIOSEPISOMERIZATION-RXN FUCPALDOL-RXN
LACTALDDEHYDROG-RXN FUCPALDOL-RXN
GLYC3PDEHYDROGBIOSYN-RXN FUCPALDOL-RXN
RXN0-5307 FUCPALDOL-RXN
RHAMNULPALDOL-RXN FUCPALDOL-RXN
METHGLYSYN-RXN FUCPALDOL-RXN
RXN0-2841 TRANS-RXN-61
MHPHYDROXY-RXN TRANS-RXN-61
TRANS-RXN-126 BRANCHED-CHAINAMINOTRANSFERILEU-RXN
ABC-15-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN
ISOLEUCINE--TRNA-LIGASE-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN
GALACTUROISOM-RXN TRANS-RXN-123
RXN0-279 TRANS-RXN-125
TRANS-RXN-126B TRANS-RXN-125
TRANS-RXN-126A TRANS-RXN-125
SELENOCYSTEINE-LYASE-RXN TRANS-RXN-125
TRANS-RXN-94A TRANS-RXN-125
RXN0-5230 TRANS-RXN-125
RXN0-5202 TRANS-RXN-125
TRANS-RXN-130 TRANS-RXN-125
TRANS-RXN-118 TRANS-RXN-125
RXN-11362 TRANS-RXN-125
TRANS-RXN-117 TRANS-RXN-125
ALANINE--TRNA-LIGASE-RXN TRANS-RXN-125
RXN-11484 TRANS-RXN-125
RXN0-283 TRANS-RXN-125
ALARACECAT-RXN TRANS-RXN-125
TRANS-RXN0-235 TRANS-RXN-125
VALINE-PYRUVATE-AMINOTRANSFER-RXN TRANS-RXN-125
RXN-12588 TRANS-RXN-125
TRANS-RXN-126 TRANS-RXN-125
TRANS-RXN-101 TRANS-RXN-125
TRANS-RXN-128 TRANS-RXN-125
TRANS-RXN-129 TRANS-RXN-125
THIFIS-RXN TRANS-RXN-125
7KAPSYN-RXN TRANS-RXN-125
RXN0-4083 TRANS-RXN-125
RXN0-2561 TRANS-RXN-125
TRANS-RXN0-469 TRANS-RXN-125
TRANS-RXN-122 TRANS-RXN-125
UDP-NACMUR-ALA-LIG-RXN TRANS-RXN-125
RXN0-283 TRANS-RXN-126
ABC-15-RXN TRANS-RXN-126
TRANS-RXN-126B TRANS-RXN-126
TRANS-RXN-126A TRANS-RXN-126
TRANS-RXN-94A TRANS-RXN-126
BRANCHED-CHAINAMINOTRANSFERILEU-RXN TRANS-RXN-126
TRANS-RXN0-235 TRANS-RXN-126
ISOLEUCINE--TRNA-LIGASE-RXN TRANS-RXN-126
TRANS-RXN-125 TRANS-RXN-126
TRANS-RXN-130 TRANS-RXN-126
TRANS-RXN-101 TRANS-RXN-126
TRANS-RXN-118 TRANS-RXN-126
TRANS-RXN-128 TRANS-RXN-126
TRANS-RXN-129 TRANS-RXN-126
TRANS-RXN-117 TRANS-RXN-126
RXN0-4083 TRANS-RXN-126
RXN0-2561 TRANS-RXN-126
TRANS-RXN-122 TRANS-RXN-126
LTARTDEHYDRA-RXN TRANS-RXN-127
RXN0-6362 TRANS-RXN-127
RXN0-283 TRANS-RXN-128
TRANS-RXN-126B TRANS-RXN-128
TRANS-RXN-126A TRANS-RXN-128
TRANS-RXN-94A TRANS-RXN-128
TRANS-RXN0-235 TRANS-RXN-128
TRANS-RXN-144 TRANS-RXN-128
TRANS-RXN-125 TRANS-RXN-128
TRANS-RXN-126 TRANS-RXN-128
TRANS-RXN-130 TRANS-RXN-128
TRANS-RXN-101 TRANS-RXN-128
TRANS-RXN-118 TRANS-RXN-128
TRANS-RXN-129 TRANS-RXN-128
TRANS-RXN-117 TRANS-RXN-128
RXN0-4083 TRANS-RXN-128
RXN0-2561 TRANS-RXN-128
TRANS-RXN-122 TRANS-RXN-128
RXN0-283 TRANS-RXN-129
TRANS-RXN-126B TRANS-RXN-129
TRANS-RXN-126A TRANS-RXN-129
TRANS-RXN-94A TRANS-RXN-129
TRANS-RXN0-235 TRANS-RXN-129
TRANS-RXN-125 TRANS-RXN-129
TRANS-RXN-126 TRANS-RXN-129
TRANS-RXN-130 TRANS-RXN-129
TRANS-RXN-101 TRANS-RXN-129
TRANS-RXN-118 TRANS-RXN-129
TRANS-RXN-128 TRANS-RXN-129
TRANS-RXN-117 TRANS-RXN-129
RXN0-4083 TRANS-RXN-129
RXN0-2561 TRANS-RXN-129
TRANS-RXN-122 TRANS-RXN-129
BAER-RXN BAES-RXN
SIROHEME-FERROCHELAT-RXN DIMETHUROPORDEHYDROG-RXN
GABATRANSAM-RXN 4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
2.7.4.22-RXN OROTPDECARB-RXN
UDPSUGARHYDRO-RXN OROTPDECARB-RXN
PHOSNACMURPENTATRANS-RXN OROTPDECARB-RXN
GLCNACPTRANS-RXN OROTPDECARB-RXN
RXN-12197 OROTPDECARB-RXN
RXN0-6554 DIHYDROOROT-RXN
RXN0-6490 DIHYDROOROT-RXN
RXN0-6491 DIHYDROOROT-RXN
RXN0-283 TRANS-RXN-122
TRANS-RXN-126B TRANS-RXN-122
TRANS-RXN-126A TRANS-RXN-122
TRANS-RXN-94A TRANS-RXN-122
TRANS-RXN0-235 TRANS-RXN-122
TRANS-RXN-125 TRANS-RXN-122
TRANS-RXN-126 TRANS-RXN-122
TRANS-RXN-130 TRANS-RXN-122
TRANS-RXN-101 TRANS-RXN-122
TRANS-RXN-118 TRANS-RXN-122
TRANS-RXN-128 TRANS-RXN-122
TRANS-RXN-129 TRANS-RXN-122
TRANS-RXN-117 TRANS-RXN-122
RXN0-4083 TRANS-RXN-122
RXN0-2561 TRANS-RXN-122
ALPHAGALACTOSID-RXN RXN0-294
TRANS-RXN-94 RXN0-294
TRANS-RXN-94A RXN0-294
TRANS-RXN-94B RXN0-294
TRANS-RXN-10 RXN0-295
ABC-2-RXN RXN0-295
TRANS-RXN-40 RXN0-295
RXN-9539 MYRISTOYLACYLTRAN-RXN
MYRPALMTRAN-RXN MYRISTOYLACYLTRAN-RXN
LAUROYLACYLTRAN-RXN MYRISTOYLACYLTRAN-RXN
RXN0-5118 MYRISTOYLACYLTRAN-RXN
RXN0-1842 MYRISTOYLACYLTRAN-RXN
RXN0-2001 MYRISTOYLACYLTRAN-RXN
R185-RXN RXN0-296
TRANS-RXN-77 RXN0-296
RXN-11319 RXN0-296
TYRAMINOTRANS-RXN RXN0-296
TYROSINE--TRNA-LIGASE-RXN RXN0-296
3.1.21.2-RXN RXN0-2602
RXN0-2584 RXN0-2602
ALARACECAT-RXN RXN-11302
RXN0-5227 RXN-11302
UNDECAPRENYL-DIPHOSPHATASE-RXN RXN-11302
RXN0-5240 RXN-11302
3.4.13.22-RXN RXN-11302
DALADEHYDROG-RXN RXN-11302
RXN0-5383 RXN-11302
RXN0-6684 RXN-11302
3.4.16.4-RXN RXN-11302
DALADALALIG-RXN RXN-11302
TRANS-RXN-62A RXN-11302
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN CHD-RXN
THTOREDUCT-RXN CHD-RXN
BADH-RXN CHD-RXN
RXN0-1 CHD-RXN
RXN-11319 CHD-RXN
GLYCOLATEDEHYDRO-RXN CHD-RXN
RXN-12120 CHD-RXN
SELENOCYSTEINE-LYASE-RXN CHD-RXN
1.2.99.7-RXN CHD-RXN
RXN0-6371 CHD-RXN
HYDROXYLAMINE-REDUCTASE-RXN CHD-RXN
RXN0-6461 CHD-RXN
CROBETREDUCT-RXN CHD-RXN
RXN0-2101 CHD-RXN
R524-RXN RXN0-298
TRANS-RXN-14 RXN0-298
RXN0-5100 RXN0-2604
RXN0-279 RXN0-299
RXN-8315 RXN0-299
RXN0-6385 RXN0-299
SULFITE-REDUCTASE-FERREDOXIN-RXN RXN0-299
SULFITE-REDUCT-RXN RXN0-299
RXN0-5039 RXN0-2605
3.1.21.1-RXN RXN0-2605
RXN0-295 TRANS-RXN-10
ABC-2-RXN TRANS-RXN-10
TRANS-RXN-40 TRANS-RXN-10
TRANS-RXN-57 AMINOBUTDEHYDROG-RXN
GABATRANSAM-RXN AMINOBUTDEHYDROG-RXN
TRANS-RXN-261 AMINOBUTDEHYDROG-RXN
ACSERLY-RXN RXN0-1981
ACECOATRANS-RXN RXN0-1981
CITC-RXN RXN0-1981
ACETOACETYL-COA-TRANSFER-RXN RXN0-1981
ACETATEKIN-RXN RXN0-1981
RXN0-5414 RXN0-1981
RXN0-5239 RXN0-1982
RXN0-4462 RXN0-1982
4OH2OXOGLUTARALDOL-RXN RXN0-1982
GLYOXYLATE-REDUCTASE-NADP+-RXN RXN0-1982
MALSYN-RXN RXN0-1982
ISOCIT-CLEAV-RXN RXN0-1982
HYDGLUTSYN-RXN RXN0-1982
GLYCOLATEDEHYDRO-RXN RXN0-1982
GLYOCARBOLIG-RXN RXN0-1982
RXN0-298 TRANS-RXN-14
R524-RXN TRANS-RXN-14
GALACTONDEHYDRAT-RXN TRANS-RXN-16
GLU6PDEHYDROG-RXN UHPC-RXN
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN UHPC-RXN
BETA-PHOSPHOGLUCOMUTASE-RXN UHPC-RXN
RXN0-963 UHPC-RXN
PGLUCISOM-RXN UHPC-RXN
TRANS-RXN-33 UHPC-RXN
URACIL-PRIBOSYLTRANS-RXN TRANS-RXN-132
URPHOS-RXN TRANS-RXN-132
RXN0-5398 TRANS-RXN-132
URA-PHOSPH-RXN TRANS-RXN-132
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN TRANS-RXN-132
RXN0-5332 TRANS-RXN-132
RXN0-6444 TRANS-RXN-132
RXN0-2584 TRANS-RXN-132
GLYCDEH-RXN TRANS-RXN-131
GLYCEROL-KIN-RXN TRANS-RXN-131
GLYCEROL-2-PHOSPHATASE-RXN TRANS-RXN-131
RXN0-6467 TRANS-RXN-131
CARDIOLIPSYN-RXN TRANS-RXN-131
RXN0-283 TRANS-RXN-130
TRANS-RXN-126B TRANS-RXN-130
TRANS-RXN-126A TRANS-RXN-130
TRANS-RXN-94A TRANS-RXN-130
TRANS-RXN0-235 TRANS-RXN-130
TRANS-RXN-125 TRANS-RXN-130
TRANS-RXN-126 TRANS-RXN-130
TRANS-RXN-101 TRANS-RXN-130
TRANS-RXN-118 TRANS-RXN-130
TRANS-RXN-128 TRANS-RXN-130
TRANS-RXN-129 TRANS-RXN-130
TRANS-RXN-117 TRANS-RXN-130
RXN0-4083 TRANS-RXN-130
RXN0-2561 TRANS-RXN-130
TRANS-RXN-122 TRANS-RXN-130
PRODISULFREDUCT-A-RXN GLUTATHIONE-SYN-RXN
RXN0-6549 GLUTATHIONE-SYN-RXN
RXN0-6256 GLUTATHIONE-SYN-RXN
RXN0-11 GLUTATHIONE-SYN-RXN
GST-RXN GLUTATHIONE-SYN-RXN
RXN0-21 GLUTATHIONE-SYN-RXN
GLUTATHIONE-PEROXIDASE-RXN GLUTATHIONE-SYN-RXN
GLYOXI-RXN GLUTATHIONE-SYN-RXN
RXN-12864 GLUTATHIONE-SYN-RXN
GSPSYN-RXN GLUTATHIONE-SYN-RXN
RXN-2961 GLUTATHIONE-SYN-RXN
RXN0-5108 COBALAMIN5PSYN-RXN
GMP-REDUCT-RXN COBALAMIN5PSYN-RXN
RXN-8770 COBALAMIN5PSYN-RXN
COBALAMINSYN-RXN COBALAMIN5PSYN-RXN
RXN-7609 COBALAMIN5PSYN-RXN
GUANYL-KIN-RXN COBALAMIN5PSYN-RXN
GUANPRIBOSYLTRAN-RXN COBALAMIN5PSYN-RXN
CYCPHOSDIESTER-RXN 3-NUCLEOTID-RXN
PRPPSYN-RXN RXN0-1441
1TRANSKETO-RXN RXN0-1441
RIB5PISOM-RXN RXN0-1441
PPENTOMUT-RXN RXN0-1441
RXN0-5398 RXN0-1441
NMNNUCLEOSID-RXN RXN0-1441
RXN-11832 KDOTRANS2-RXN
RXN0-5128 KDOTRANS2-RXN
PHOSPHAGLYPSYN-RXN KDOTRANS2-RXN
RXN0-5057 KDOTRANS2-RXN
PHOSPHASERSYN-RXN KDOTRANS2-RXN
LAUROYLACYLTRAN-RXN KDOTRANS2-RXN
CDPDIGLYPYPHOSPHA-RXN KDOTRANS2-RXN
RXN0-4581 KDOTRANS2-RXN
KDOTRANS-RXN KDOTRANS2-RXN
RXN-12198 KDOTRANS2-RXN
PALMITOTRANS-RXN KDOTRANS2-RXN
GST-RXN TRANS-RXN-139
RXN0-2501 TRANS-RXN-139
ALADEHYDCHLORO-RXN TRANS-RXN-139
R247-RXN TRANS-RXN-137
TRANS-RXN0-239 TRANS-RXN-137
RXN0-5198 TRANS-RXN-137
RXN-12827 TRANS-RXN-137
RXN0-6377 TRANS-RXN-137
TRANS-RXN-26 TRANS-RXN-137
RXN0-286 RXN0-285
RXN0-5306 RXN0-285
RXN0-285 RXN0-286
RXN0-5306 RXN0-286
TRANS-RXN-126B RXN0-283
TRANS-RXN-126A RXN0-283
TRANS-RXN-94A RXN0-283
TRANS-RXN0-235 RXN0-283
TRANS-RXN-125 RXN0-283
TRANS-RXN-126 RXN0-283
TRANS-RXN-130 RXN0-283
TRANS-RXN-101 RXN0-283
TRANS-RXN-118 RXN0-283
TRANS-RXN-128 RXN0-283
TRANS-RXN-129 RXN0-283
TRANS-RXN-117 RXN0-283
RXN0-4083 RXN0-283
RXN0-2561 RXN0-283
TRANS-RXN-122 RXN0-283
HYPOXANPRIBOSYLTRAN-RXN RXN0-284
RXN-7682 RXN0-284
INOPHOSPHOR-RXN RXN0-284
INOSINE-NUCLEOSIDASE-RXN RXN0-284
DEOXYINOPHOSPHOR-RXN RXN0-284
RXN0-5238 RXN0-289
ACSERLY-RXN CITLY-RXN
MALATE-DEH-RXN CITLY-RXN
ACECOATRANS-RXN CITLY-RXN
ACETOACETYL-COA-TRANSFER-RXN CITLY-RXN
RXN0-1981 CITLY-RXN
ASPAMINOTRANS-RXN CITLY-RXN
MALOX-RXN CITLY-RXN
PYROXALTRANSAM-RXN CITLY-RXN
RXN0-5414 CITLY-RXN
CITSYN-RXN CITLY-RXN
CITC-RXN CITLY-RXN
2-METHYLCITRATE-SYNTHASE-RXN CITLY-RXN
PEPCARBOX-RXN CITLY-RXN
LTARTDEHYDRA-RXN CITLY-RXN
ACETATEKIN-RXN CITLY-RXN
RXN0-5189 3.2.2.21-RXN
H2NEOPTERINALDOL-RXN RXN-10856
RXN0-6367 RXN-10856
TRYPTOPHAN--TRNA-LIGASE-RXN RXN0-287
TRYPTOPHAN-RXN RXN0-287
TRANS-RXN-76 RXN0-287
LTAA-RXN ETHAMLY-RXN
RXN0-3962 ETHAMLY-RXN
ALCOHOL-DEHYDROG-RXN ETHAMLY-RXN
RXN0-5234 ETHAMLY-RXN
MHPELY-RXN ETHAMLY-RXN
DEOXYRIBOSE-P-ALD-RXN ETHAMLY-RXN
RXN0-2022 ETHAMLY-RXN
CHD-RXN RXN0-288
TRANS-RXN-99 RXN0-288
RNTRACTIV-RXN RXN-11319
CHD-RXN RXN-11319
RXN-6081 RXN-11319
RXN-821 RXN-11319
PYRIMSYN1-RXN RXN-11319
RXN-10981 RXN-11319
RXN0-5063 RXN-11319
GLYCOLATEDEHYDRO-RXN RXN-11319
1.2.99.7-RXN RXN-11319
SELENOCYSTEINE-LYASE-RXN RXN-11319
RXN0-3281 RXN-11319
NRDACTMULTI-RXN RXN-11319
CYT-ACC-RXN RXN-11319
RXN0-6371 RXN-11319
THIAZOLSYN2-RXN RXN-11319
RXN0-6550 RXN-11319
CROBETREDUCT-RXN RXN-11319
L-LACTDEHYDROGFMN-RXN RXN-11319
FUCPALDOL-RXN FUCULOKIN-RXN
RXN0-5307 FUCULOKIN-RXN
KETOACYLCOATHIOL-RXN THIOESTER-RXN
ACECOATRANS-RXN THIOESTER-RXN
ACYLCOASYN-RXN THIOESTER-RXN
TRANSENOYLCOARED-RXN THIOESTER-RXN
ACYLCOADEHYDROG-RXN THIOESTER-RXN
FADSYN-RXN RXN0-280
RXN0-279 RXN0-280
RXN-8315 RXN0-280
1.2.99.7-RXN RXN0-280
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN RXN0-280
ALDEHYDE-DEHYDROGENASE-NADP+-RXN RXN0-280
ALCOHOL-DEHYDROG-GENERIC-RXN RXN0-280
RXN0-6385 RXN0-280
SULFITE-REDUCTASE-FERREDOXIN-RXN RXN0-280
FMNREDUCT-RXN RXN0-280
SULFITE-REDUCT-RXN RXN0-280
RXN-12444 RXN0-280
RXN0-5187 RXN0-280
TRYPTOPHAN-RXN TRANS-RXN-142
RXN0-2382 TRANS-RXN-142
RXN0-2381 TRANS-RXN-142
TRANS-RXN-250 TRANS-RXN-141
GLUCOSAMINE-6-P-DEAMIN-RXN FRUCTOKINASE-RXN
2TRANSKETO-RXN FRUCTOKINASE-RXN
RXN0-313 FRUCTOKINASE-RXN
TRANSALDOL-RXN FRUCTOKINASE-RXN
SORB6PDEHYDROG-RXN FRUCTOKINASE-RXN
L-GLN-FRUCT-6-P-AMINOTRANS-RXN FRUCTOKINASE-RXN
MANNPDEHYDROG-RXN FRUCTOKINASE-RXN
PGLUCISOM-RXN FRUCTOKINASE-RXN
6PFRUCTPHOS-RXN FRUCTOKINASE-RXN
MANNPISOM-RXN FRUCTOKINASE-RXN
TRANS-RXN-128 TRANS-RXN-144
TRANS-RXN-42 TRANS-RXN-143
TRANS-RXN-2 TRANS-RXN-143
TRANS-RXN-3 TRANS-RXN-143
RXN0-5107 DTDPKIN-RXN
DTDPGLUCOSEPP-RXN DTDPKIN-RXN
RXN0-5122 5.1.3.20-RXN
RXN0-5127 5.1.3.20-RXN
RXN0-5057 5.1.3.20-RXN
RXN0-5118 5.1.3.20-RXN
RXN0-5061 5.1.3.20-RXN
RXN0-266 TRANS-RXN-30
RXN-12402 TRANS-RXN-30
ABC-33-RXN TRANS-RXN-30
RXN0-5001 TRANS-RXN-30
TRANS-RXN-169 RXN0-278
RXN0-20 3.4.23.36-RXN
3-DEHYDROQUINATE-DEHYDRATASE-RXN 3-DEHYDROQUINATE-SYNTHASE-RXN
RXN-7967 3-DEHYDROQUINATE-SYNTHASE-RXN
ALARACECAT-RXN RXN0-279
RXN-8315 RXN0-279
SELENOCYSTEINE-LYASE-RXN RXN0-279
RXN0-5230 RXN0-279
VALINE-PYRUVATE-AMINOTRANSFER-RXN RXN0-279
TRANS-RXN-125 RXN0-279
RXN-12588 RXN0-279
RXN0-5202 RXN0-279
RXN0-6385 RXN0-279
RXN-11362 RXN0-279
THIFIS-RXN RXN0-279
SULFITE-REDUCTASE-FERREDOXIN-RXN RXN0-279
7KAPSYN-RXN RXN0-279
SULFITE-REDUCT-RXN RXN0-279
ALANINE--TRNA-LIGASE-RXN RXN0-279
RXN-11484 RXN0-279
TRANS-RXN0-469 RXN0-279
UDP-NACMUR-ALA-LIG-RXN RXN0-279
ARGININE--TRNA-LIGASE-RXN RXN0-272
ARGSUCCINLYA-RXN RXN0-272
ABC-4-RXN RXN0-272
ARGDECARBOX-RXN RXN0-272
RXN0-2162 RXN0-272
ARGININE-N-SUCCINYLTRANSFERASE-RXN RXN0-272
RXN0-3261 RXN0-272
RXN0-5345 RXN0-272
RXN0-6718 RXN0-6717
RXN0-2621 RXN0-2622
RXN0-6717 RXN0-6718
RXN0-2622 RXN0-2621
FLAVONADPREDUCT-RXN 1.97.1.4-A-RXN
RNTRACTIV-RXN 1.97.1.4-A-RXN
PYRIMSYN1-RXN 1.97.1.4-A-RXN
RXN0-6550 1.97.1.4-A-RXN
PFLDEACTIV-RXN 1.97.1.4-A-RXN
RXN0-5063 1.97.1.4-A-RXN
RIBONUCLEOSIDE-TRIP-REDUCT-RXN 1.97.1.4-A-RXN
NRDACTMULTI-RXN 1.97.1.4-A-RXN
GLUCUROISOM-RXN TRANS-RXN-35
RXN0-363 TRANS-RXN-31
RXN0-5358 TRANS-RXN-31
XANTHOSINEPHOSPHORY-RXN TRANS-RXN-31
RXN0-1401 RXN0-6710
UHPC-RXN TRANS-RXN-33
GLU6PDEHYDROG-RXN TRANS-RXN-33
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN TRANS-RXN-33
BETA-PHOSPHOGLUCOMUTASE-RXN TRANS-RXN-33
RXN0-963 TRANS-RXN-33
PGLUCISOM-RXN TRANS-RXN-33
BIOTIN-CARBOXYL-RXN TRANS-RXN-151
PROPIONYL-COA-CARBOXY-RXN TRANS-RXN-151
CARBPSYN-RXN TRANS-RXN-151
ACETYL-COA-CARBOXYLTRANSFER-RXN TRANS-RXN-151
PEPCARBOX-RXN TRANS-RXN-151
R524-RXN TRANS-RXN-151
RXN0-742 TRANS-RXN-151
NAPHTHOATE-SYN-RXN O-SUCCINYLBENZOATE-COA-LIG-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN TRANS-RXN-155
FLAVONADPREDUCT-RXN TDCEACT1-RXN
RNTRACTIV-RXN TDCEACT1-RXN
PYRIMSYN1-RXN TDCEACT1-RXN
RXN0-6550 TDCEACT1-RXN
RXN0-5063 TDCEACT1-RXN
RIBONUCLEOSIDE-TRIP-REDUCT-RXN TDCEACT1-RXN
NRDACTMULTI-RXN TDCEACT1-RXN
RXN-12583 RXN-12508
RXN0-3542 RXN-12508
RXN0-5291 RXN-12508
RXN0-1133 RXN-12508
RXN0-5295 TRANS-RXN-153
RXN0-5186 TRANS-RXN-158
1PFRUCTPHOSN-RXN TRANS-RXN-158
R136-RXN TRANS-RXN-158
SPONTPRO-RXN GLUTSEMIALDEHYDROG-RXN
PROTOPORGENOXI-RXN RXN0-1461
RXN0-6259 RXN0-1461
UHPC-RXN TRANS-RXN-157
GLU6PDEHYDROG-RXN TRANS-RXN-157
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN TRANS-RXN-157
BETA-PHOSPHOGLUCOMUTASE-RXN TRANS-RXN-157
RXN0-963 TRANS-RXN-157
PGLUCISOM-RXN TRANS-RXN-157
TRANS-RXN-33 TRANS-RXN-157
MANNPDEHYDROG-RXN TRANS-RXN-156
RXN0-6526 3.1.26.3-RXN
RXN0-6527 3.1.26.3-RXN
RXN0-6528 3.1.26.3-RXN
RXN0-6529 3.1.26.3-RXN
3.1.27.6-RXN 3.1.26.3-RXN
RXN0-6523 3.1.26.3-RXN
GLUCOSAMINE-6-P-DEAMIN-RXN 5.4.2.10-RXN
2.3.1.157-RXN 5.4.2.10-RXN
RIBONUCLEOSIDE-DIP-REDUCTI-RXN RXN0-267
1.8.4.12-RXN RXN0-267
RXN0-6385 RXN0-267
RXN0-6277 RXN0-267
THIOREDOXIN-REDUCT-NADPH-RXN RXN0-267
RXN-8668 RXN0-267
ADPREDUCT-RXN RXN0-267
RXN0-5108 PHOSMANMUT-RXN
2.7.7.13-RXN PHOSMANMUT-RXN
MANNPISOM-RXN PHOSMANMUT-RXN
MANNKIN-RXN PHOSMANMUT-RXN
RXN0-1147 RXN0-268
PROPKIN-RXN RXN0-268
TETHYDPICSUCC-RXN RXN0-268
METHYLMALONYL-COA-MUT-RXN RXN0-268
PROPIONYL-COA-CARBOXY-RXN RXN0-268
2-METHYLCITRATE-SYNTHASE-RXN RXN0-268
HYDGLUTSYN-RXN RXN0-268
PTAALT-RXN RXN0-268
HOMSUCTRAN-RXN RXN0-268
ARGININE-N-SUCCINYLTRANSFERASE-RXN RXN0-268
PROPIONATE--COA-LIGASE-RXN RXN0-268
TRANS-RXN-30 RXN0-266
RXN-12402 RXN0-266
ABC-33-RXN RXN0-266
RXN0-5001 RXN0-266
XANPRIBOSYLTRAN-RXN RXN0-6708
RXN0-901 RXN0-6708
RXN-7682 RXN0-6708
RXN-5076 RXN0-6708
XANTHOSINEPHOSPHORY-RXN RXN0-6708
LEUCINE--TRNA-LIGASE-RXN RXN0-261
ABC-35-RXN RXN0-261
TRANS-RXN-126B RXN0-261
BRANCHED-CHAINAMINOTRANSFERLEU-RXN RXN0-261
TRANS-RXN0-270 RXN0-261
PPGPPSYN-RXN RXN0-6707
RXN0-5462 RXN0-262
COBINPGUANYLYLTRANS-RXN RXN0-262
RXN0-5359 RXN0-262
GTP-CYCLOHYDRO-I-RXN RXN0-262
3.6.5.1-RXN RXN0-262
RXN-11409 RXN0-262
RXN-8340 RXN0-262
RXN0-6254 RXN0-262
2.7.7.13-RXN RXN0-262
GUANYLCYC-RXN RXN0-262
URKI-RXN RXN0-262
CYTIDINEKIN-RXN RXN0-262
GTPPYPHOSKIN-RXN RXN0-262
GTP-CYCLOHYDRO-II-RXN RXN0-262
RXN0-746 RXN0-262
ADENYLOSUCCINATE-SYNTHASE-RXN RXN0-262
SHIKIMATE-KINASE-RXN TRANS-RXN-27
R247-RXN TRANS-RXN-26
TRANS-RXN0-239 TRANS-RXN-26
RXN0-5198 TRANS-RXN-26
RXN-12827 TRANS-RXN-26
RXN0-6377 TRANS-RXN-26
TRANS-RXN-137 TRANS-RXN-26
RXN0-4721 TRANS-RXN-25
RXN0-0 TRANS-RXN-25
ACNEULY-RXN TRANS-RXN-25
RXN0-5363 TRANS-RXN-24
BETAGALACTOSID-RXN TRANS-RXN-24
TRANS-RXN-82 TRANS-RXN-24
RXN-1381 TRANS-RXN-22
GLYC3PDEHYDROG-RXN TRANS-RXN-22
R140-RXN TRANS-RXN-22
ABC-34-RXN TRANS-RXN-22
RXN0-5260 TRANS-RXN-22
RXN-10462 TRANS-RXN-22
PHOSPHAGLYPSYN-RXN TRANS-RXN-22
RXN0-5257 TRANS-RXN-22
RXN0-5258 TRANS-RXN-22
GALACTODEHYDROG-RXN TRANS-RXN-21
ALDOSE1EPIM-RXN TRANS-RXN-21
RXN0-6730 TRANS-RXN-21
R138-RXN TRANS-RXN-21
R139-RXN TRANS-RXN-21
ABC-18-RXN TRANS-RXN-21
FUCISOM-RXN TRANS-RXN-20
GMP-REDUCT-RXN GUANPRIBOSYLTRAN-RXN
RXN0-5108 GUANPRIBOSYLTRAN-RXN
RXN0-5199 GUANPRIBOSYLTRAN-RXN
URACIL-PRIBOSYLTRANS-RXN GUANPRIBOSYLTRAN-RXN
